Номер позиции,ЮЛ,Локация,Подразделение,Отдел,Группа,Должность,ФИО,Тип работы
БСЗ700,БСЗ,Брусника.Новосибирск,,"Отдел ""Литва""",,Ведущий юрисконсульт,Сотрудник Брусники 428,Сервис
БСЗ701,БСЗ,Брусника.Новосибирск,,"Отдел ""Литва""",,Руководитель отдела,Сотрудник Брусники 429,Сервис
БСЗ702,БСЗ,Брусника.Московская область,,"Отдел ""Литва""",,Специалист,Сотрудник Брусники 430,Сервис
БСЗ703,БСЗ,Брусника.Московская область,,"Отдел ""Литва""",,Ведущий юрисконсульт,Сотрудник Брусники 431,Сервис
БСЗ704,БСЗ,Брусника.Московская область,,"Отдел ""Литва""",,Специалист,Сотрудник Брусники 432,Сервис
БСЗ705,БСЗ,Брусника.Московская область,,"Отдел ""Литва""",,Ведущий юрисконсульт,Сотрудник Брусники 433,Сервис
БСЗ706,БСЗ,Брусника.Московская область,"Подразделение ""Зевс""",,,Руководитель подразделения,Сотрудник Брусники 434,Сервис
БСЗ707,БСЗ,Штаб,,"Отдел ""Литва""",,Руководитель отдела,Сотрудник Брусники 435,Сервис
БСЗ708,БСЗ,Брусника.Екатеринбург,,"Отдел ""Литва""",,Специалист,Вакансия,Сервис
БСЗ709,БСЗ,Брусника.Екатеринбург,,"Отдел ""Литва""",,Главный юрисконсульт,Сотрудник Брусники 436,Сервис
БСЗ710,БСЗ,Брусника.Екатеринбург,,"Отдел ""Литва""",,Ведущий юрисконсульт,Сотрудник Брусники 437,Сервис
БСЗ711,БСЗ,Брусника.Екатеринбург,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Ижевск""",Ведущий инженер-исследователь,Сотрудник Брусники 438,Сервис
БСЗ712,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Ижевск""",Специалист,Вакансия,БСЗ101
БСЗ713,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Ижевск""",Специалист,Сотрудник Брусники 439,Сервис
БСЗ714,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""",,Специалист,Сотрудник Брусники 440,БП/Цифра
БСЗ715,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Главный специалист-архитектор,Вакансия,БП/Цифра
БСЗ716,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Главный специалист-конструктор,Вакансия,БП/Цифра
БСЗ717,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий инженер-проектировщик,Вакансия,БП/Цифра
БСЗ718,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий инженер-проектировщик,Вакансия,БП/Цифра
БСЗ719,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий архитектор,Вакансия,БП/Цифра
БСЗ720,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Специалист,Сотрудник Брусники 441,БП/Цифра
БСЗ721,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий архитектор,Сотрудник Брусники 442,БП/Цифра
БСЗ722,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий архитектор,Вакансия,БП/Цифра
БСЗ723,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий архитектор,Вакансия,БП/Цифра
БСЗ724,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий конструктор,Вакансия,БП/Цифра
БСЗ725,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий конструктор,Вакансия,БП/Цифра
БСЗ726,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Специалист,Вакансия,БП/Цифра
БСЗ727,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Специалист,Вакансия,БП/Цифра
БСЗ728,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий инженер,Вакансия,БП/Цифра
БСЗ729,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Специалист,Сотрудник Брусники 443,БП/Цифра
БСЗ730,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий инженер-электрик,Вакансия,БП/Цифра
БСЗ731,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий инженер,Вакансия,БП/Цифра
БСЗ732,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""","Группа ""Рига""",Ведущий архитектор,Вакансия,БП/Цифра
БСЗ733,БСЗ,Брусника.Проектирование,"Подразделение ""Ахилл""","Отдел ""Норвегия""",,Руководитель отдела,Сотрудник Брусники 444,БП/Цифра
